Date UTC,co (µg/m³),no2 (µg/m³),o3 (µg/m³),pm10 (µg/m³),pm25 (µg/m³),so2 (µg/m³),temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2025-01-23 23:00:00,772.0,50.1,,57.9,41.1,,18.0,18.0,100.0,0.0,,100.0,14.8,,1012.0,,5.0
2025-01-24 00:00:00,1280.0,57.9,,68.7,48.6,,18.0,18.0,100.0,0.0,,110.0,11.2,,1013.0,,5.0
2025-01-24 01:00:00,1410.0,61.8,,63.6,45.0,,18.0,18.0,100.0,0.0,,100.0,9.4,,1013.0,,5.0
2025-01-24 02:00:00,1430.0,61.5,,55.4,39.4,,18.0,18.0,100.0,0.2,,110.0,11.2,,1014.0,,5.0
2025-01-24 03:00:00,1640.0,65.6,,56.5,40.2,,19.0,18.0,94.0,0.2,,90.0,7.6,,1014.0,,2.0
2025-01-24 04:00:00,2100.0,73.0,,63.1,44.7,,19.0,18.0,94.0,0.0,,70.0,11.2,,1013.0,,5.0
2025-01-24 05:00:00,1670.0,74.6,,64.1,45.4,,19.0,18.0,94.0,0.0,,80.0,5.4,,1012.0,,5.0
2025-01-24 06:00:00,1660.0,91.7,,66.2,50.7,,20.0,19.0,94.0,0.0,,90.0,5.4,,1010.0,,5.0
2025-01-24 07:00:00,1330.0,70.7,,48.1,37.3,,23.0,19.0,78.0,0.0,,80.0,11.2,,1009.0,,5.0
2025-01-24 08:00:00,1480.0,72.2,,47.9,36.1,,24.0,19.1,74.0,0.0,,110.0,13.0,,1009.0,,5.0
2025-01-24 09:00:00,1980.0,86.1,,43.6,32.1,,24.0,19.1,74.0,0.0,,120.0,13.0,,1009.0,,3.0
2025-01-24 10:00:00,2030.0,90.0,,38.9,27.9,,23.0,19.0,78.0,0.0,,130.0,14.8,,1009.0,,3.0
2025-01-24 11:00:00,1670.0,88.1,,38.7,27.8,,23.0,19.0,78.0,0.0,,130.0,16.6,,1009.0,,3.0
2025-01-24 12:00:00,1330.0,73.2,,39.9,28.6,,22.0,19.0,83.0,0.0,,130.0,16.6,,1010.0,,2.0
2025-01-24 13:00:00,1090.0,68.4,,42.0,30.0,,22.0,19.0,83.0,0.0,,140.0,18.4,,1011.0,,2.0
2025-01-24 14:00:00,1200.0,72.9,,47.0,33.6,,22.0,19.0,83.0,0.0,,130.0,14.8,,1011.0,,2.0
2025-01-24 15:00:00,970.0,59.1,,40.7,29.2,,21.0,18.9,88.0,0.0,,110.0,16.6,,1011.0,,2.0
2025-01-24 16:00:00,779.0,49.0,,50.0,35.7,,21.0,18.9,88.0,0.0,,110.0,18.4,,1011.0,,1.0
2025-01-24 17:00:00,583.0,42.6,,42.2,30.2,,21.0,18.9,88.0,0.0,,110.0,16.6,,1011.0,,5.0
2025-01-24 18:00:00,477.0,35.6,,43.0,30.8,,21.0,18.9,88.0,0.0,,110.0,14.8,,1011.0,,3.0
2025-01-24 19:00:00,431.0,38.0,,45.1,32.3,,21.0,18.9,88.0,0.0,,110.0,13.0,,1011.0,,3.0
2025-01-24 20:00:00,380.0,33.7,,35.7,25.7,,21.0,18.9,88.0,0.0,,100.0,9.4,,1011.0,,5.0
2025-01-24 21:00:00,478.0,39.7,,40.4,28.9,,20.0,19.0,94.0,0.0,,90.0,7.6,,1011.0,,5.0
2025-01-24 22:00:00,622.0,45.6,,43.3,31.0,,20.0,19.0,94.0,0.0,,30.0,3.6,,1011.0,,5.0
2025-01-24 23:00:00,819.0,50.5,,43.3,31.0,,20.0,19.0,94.0,0.2,,110.0,7.6,,1012.0,,5.0
2025-01-25 00:00:00,1040.0,56.0,,39.3,28.2,,20.0,20.0,100.0,0.3,,120.0,9.4,,1013.0,,5.0
2025-01-25 01:00:00,934.0,48.0,,32.2,23.3,,20.0,20.0,100.0,0.2,,110.0,5.4,,1014.0,,5.0
2025-01-25 02:00:00,1360.0,54.3,,31.2,22.6,,21.0,20.0,94.0,0.4,,120.0,13.0,,1014.0,,5.0
2025-01-25 03:00:00,1600.0,61.9,,29.9,21.7,,22.0,19.9,88.0,1.0,,140.0,14.8,,1014.0,,5.0
2025-01-25 04:00:00,1380.0,60.9,,30.2,21.9,,22.0,19.9,88.0,0.7,,150.0,7.6,,1014.0,,2.0
2025-01-25 05:00:00,1480.0,65.3,,38.7,27.8,,24.0,19.9,78.0,0.0,,150.0,16.6,,1013.0,,2.0
2025-01-25 06:00:00,1250.0,60.8,,37.9,27.3,,23.0,19.0,78.0,0.1,,150.0,16.6,,1012.0,,3.0
2025-01-25 07:00:00,1100.0,57.3,,27.0,19.7,,23.0,19.0,78.0,0.0,,120.0,13.0,,1011.0,,3.0
2025-01-25 08:00:00,1050.0,56.9,,25.0,18.4,,24.0,19.1,74.0,0.0,,140.0,20.5,,1011.0,,3.0
2025-01-25 09:00:00,1240.0,62.8,,29.1,20.7,,24.0,19.1,74.0,0.2,,130.0,16.6,,1011.0,,3.0
2025-01-25 10:00:00,1220.0,62.2,,24.6,18.0,,23.0,19.0,78.0,0.0,,130.0,16.6,,1011.0,,3.0
2025-01-25 11:00:00,1090.0,63.1,,29.1,21.1,,23.0,18.1,74.0,0.0,,120.0,16.6,,1012.0,,3.0
2025-01-25 12:00:00,1080.0,66.8,,31.0,22.5,,22.0,19.0,83.0,0.0,,110.0,11.2,,1014.0,,3.0
2025-01-25 13:00:00,990.0,65.5,,31.3,22.7,,22.0,19.0,83.0,0.0,,110.0,16.6,,1014.0,,2.0
2025-01-25 14:00:00,1050.0,69.0,,35.6,25.6,,22.0,19.0,83.0,0.0,,110.0,14.8,,1015.0,,2.0
2025-01-25 15:00:00,1130.0,67.1,,46.4,33.1,,22.0,18.0,78.0,0.0,,110.0,11.2,,1016.0,,2.0
2025-01-25 16:00:00,1080.0,65.0,,41.8,29.9,,21.0,18.9,88.0,0.0,,90.0,11.2,,1016.0,,3.0
2025-01-25 17:00:00,1010.0,57.3,,44.8,32.0,,21.0,18.9,88.0,0.4,,100.0,7.6,,1016.0,,3.0
2025-01-25 18:00:00,712.0,60.5,,39.9,28.6,,21.0,18.9,88.0,1.9,,90.0,9.4,,1017.0,,5.0
2025-01-25 19:00:00,658.0,75.7,,42.8,30.7,,20.0,18.0,88.0,0.4,,80.0,11.2,,1017.0,,3.0
2025-01-25 20:00:00,593.0,38.9,,20.1,14.4,,18.0,15.1,83.0,0.9,,40.0,38.9,,1018.0,,3.0
2025-01-25 21:00:00,558.0,26.1,,10.7,8.4,,16.0,14.0,88.0,2.7,,40.0,25.9,,1018.0,,3.0
2025-01-25 22:00:00,613.0,35.0,,9.0,7.1,,16.0,12.0,77.0,1.1,,30.0,29.5,,1019.0,,2.0
2025-01-25 23:00:00,623.0,32.8,,9.1,7.0,,16.0,11.0,72.0,0.7,,40.0,33.5,,1020.0,,3.0
2025-01-26 00:00:00,693.0,39.3,,8.1,6.5,,16.0,10.1,68.0,0.3,,40.0,22.3,,1022.0,,3.0
2025-01-26 01:00:00,727.0,38.2,,7.3,6.0,,14.0,11.0,82.0,0.3,,20.0,24.1,,1024.0,,3.0
2025-01-26 02:00:00,789.0,35.5,,8.5,6.8,,14.0,11.0,82.0,0.5,,50.0,20.5,,1025.0,,3.0
2025-01-26 03:00:00,855.0,37.4,,8.2,6.6,,15.0,10.0,72.0,0.3,,20.0,14.8,,1026.0,,2.0
2025-01-26 04:00:00,912.0,42.8,,10.6,8.5,,16.0,9.0,63.0,0.0,,10.0,25.9,,1026.0,,2.0
2025-01-26 05:00:00,856.0,40.4,,10.1,8.3,,16.0,10.1,68.0,0.0,,360.0,24.1,,1026.0,,2.0
2025-01-26 06:00:00,831.0,44.1,,8.9,7.2,,15.0,8.0,63.0,0.0,,360.0,25.9,,1025.0,,3.0
2025-01-26 07:00:00,783.0,46.6,,7.6,6.2,,16.0,7.0,55.0,0.0,,10.0,25.9,,1025.0,,3.0
2025-01-26 08:00:00,781.0,50.8,,7.1,5.9,,15.0,7.1,59.0,0.0,,10.0,25.9,,1025.0,,3.0
2025-01-26 09:00:00,815.0,50.3,,8.0,6.7,,15.0,6.0,55.0,0.0,,10.0,20.5,,1025.0,,3.0
2025-01-26 10:00:00,,,,,,,15.0,4.9,51.0,0.0,,10.0,22.3,,1025.0,,3.0
2025-01-26 11:00:00,,,,,,,15.0,4.9,51.0,0.0,,360.0,18.4,,1026.0,,3.0
2025-01-26 12:00:00,,,,,,,15.0,4.9,51.0,0.0,,360.0,13.0,,1027.0,,3.0
2025-01-26 13:00:00,,,,,,,15.0,4.9,51.0,0.0,,360.0,13.0,,1027.0,,3.0
2025-01-26 14:00:00,,,,,,,15.0,4.9,51.0,0.0,,360.0,13.0,,1027.0,,3.0
2025-01-26 15:00:00,,,,,,,15.0,4.9,51.0,0.0,,350.0,13.0,,1027.0,,3.0
2025-01-26 16:00:00,,,,,,,15.0,4.1,48.0,0.0,,360.0,9.4,,1027.0,,3.0
2025-01-26 17:00:00,,,,,,,14.0,4.0,51.0,0.0,,360.0,11.2,,1027.0,,3.0
2025-01-26 18:00:00,,,,,,,14.0,4.0,51.0,0.0,,360.0,11.2,,1027.0,,3.0
2025-01-26 19:00:00,,,,,,,14.0,5.1,55.0,0.1,,10.0,7.6,,1026.0,,3.0
2025-01-26 20:00:00,,,,,,,14.0,4.0,51.0,0.0,,360.0,11.2,,1025.0,,3.0
2025-01-26 21:00:00,,,,,,,14.0,4.0,51.0,0.0,,10.0,9.4,,1025.0,,5.0
2025-01-26 22:00:00,,,,,,,14.0,3.2,48.0,0.0,,360.0,9.4,,1025.0,,3.0
2025-01-26 23:00:00,,,,,,,14.0,4.0,51.0,0.0,,10.0,5.4,,1025.0,,3.0
2025-01-27 00:00:00,,,,,,,14.0,4.0,51.0,0.0,,10.0,7.6,,1025.0,,2.0
2025-01-27 01:00:00,,,,,,,14.0,6.1,59.0,0.0,,30.0,11.2,,1026.0,,2.0
2025-01-27 02:00:00,,,,,,,14.0,5.1,55.0,0.0,,360.0,5.4,,1026.0,,2.0
2025-01-27 03:00:00,750.0,45.6,,15.4,10.8,,16.0,0.9,36.0,0.0,,20.0,18.4,,1026.0,,2.0
2025-01-27 04:00:00,696.0,43.5,,16.1,11.1,,17.0,0.2,32.0,0.0,,10.0,22.3,,1025.0,,2.0
2025-01-27 05:00:00,638.0,44.2,,17.8,11.9,,18.0,-0.8,28.0,0.0,,40.0,18.4,,1023.0,,2.0
2025-01-27 06:00:00,668.0,51.0,,20.6,14.3,,18.0,0.2,30.0,0.0,,40.0,14.8,,1022.0,,2.0
2025-01-27 07:00:00,746.0,52.4,,19.9,13.7,,18.0,0.2,30.0,0.0,,30.0,11.2,,1021.0,,3.0
2025-01-27 08:00:00,753.0,56.2,,20.4,13.7,,19.0,1.0,30.0,0.0,,50.0,13.0,,1020.0,,3.0
2025-01-27 09:00:00,861.0,60.9,,20.3,13.5,,18.0,0.2,30.0,0.0,,50.0,13.0,,1020.0,,3.0
2025-01-27 10:00:00,984.0,74.5,,21.4,14.6,,18.0,0.2,30.0,0.0,,40.0,9.4,,1020.0,,3.0
2025-01-27 11:00:00,1160.0,89.5,,27.6,19.0,,16.0,2.0,39.0,0.0,,97.0,3.6,,1020.0,,3.0
2025-01-27 12:00:00,1310.0,96.2,,45.9,33.4,,16.0,3.1,42.0,0.0,,360.0,1.8,,1021.0,,2.0
2025-01-27 13:00:00,1400.0,102.0,,58.0,42.0,,15.0,7.1,59.0,0.0,,300.0,3.6,,1022.0,,2.0
2025-01-27 14:00:00,1540.0,106.0,,61.5,45.7,,15.0,6.0,55.0,0.0,,330.0,7.6,,1023.0,,2.0
2025-01-27 15:00:00,1350.0,90.1,,76.4,56.5,,15.0,6.0,55.0,0.0,,330.0,3.6,,1023.0,,2.0
2025-01-27 16:00:00,682.0,67.2,,58.8,42.0,,14.0,6.1,59.0,0.0,,90.0,11.2,,1023.0,,2.0
2025-01-27 17:00:00,505.0,58.2,,38.0,27.5,,14.0,7.1,63.0,0.0,,100.0,11.2,,1024.0,,2.0
2025-01-27 18:00:00,459.0,60.2,,39.5,28.3,,14.0,8.0,67.0,0.0,,60.0,7.6,,1024.0,,2.0
2025-01-27 19:00:00,401.0,55.8,,34.6,24.5,,14.0,7.1,63.0,0.0,,60.0,9.4,,1024.0,,2.0
2025-01-27 20:00:00,265.0,48.6,,19.0,12.9,,14.0,3.2,48.0,0.2,,80.0,11.2,,1024.0,,2.0
2025-01-27 21:00:00,229.0,50.2,,17.0,11.5,,14.0,1.9,44.0,0.0,,30.0,9.4,,1024.0,,2.0
2025-01-27 22:00:00,226.0,49.5,,17.7,11.8,,13.0,6.1,63.0,0.0,,50.0,7.6,,1025.0,,3.0
2025-01-27 23:00:00,255.0,50.8,,16.2,11.0,,12.0,3.0,54.0,0.0,,50.0,9.4,,1025.0,,3.0
2025-01-28 00:00:00,357.0,58.5,,17.7,12.5,,12.0,4.0,58.0,0.0,,10.0,5.4,,1026.0,,3.0
2025-01-28 01:00:00,430.0,60.3,,20.8,14.2,,12.0,4.9,62.0,0.0,,340.0,3.6,,1027.0,,2.0
2025-01-28 02:00:00,536.0,56.5,,22.0,15.2,,14.0,1.9,44.0,0.0,,20.0,9.4,,1027.0,,2.0
2025-01-28 03:00:00,583.0,49.5,,22.4,15.9,,15.0,1.1,39.0,0.0,,10.0,18.4,,1028.0,,2.0
2025-01-28 04:00:00,655.0,49.9,,22.3,15.9,,15.0,1.8,41.0,0.0,,10.0,20.5,,1027.0,,2.0
2025-01-28 05:00:00,443.0,34.9,,19.7,13.7,,14.0,1.9,44.0,0.0,,40.0,11.2,,1027.0,,2.0
2025-01-28 06:00:00,514.0,37.4,,21.3,14.9,,16.0,0.9,36.0,0.0,,10.0,14.8,,1025.0,,2.0
2025-01-28 07:00:00,484.0,36.7,,19.2,13.6,,16.0,0.1,34.0,0.0,,30.0,13.0,,1024.0,,2.0
2025-01-28 08:00:00,519.0,38.0,,21.6,16.0,,17.0,1.0,34.0,0.0,,10.0,14.8,,1024.0,,2.0
2025-01-28 09:00:00,709.0,56.4,,25.2,18.5,,17.0,1.0,34.0,0.0,,20.0,7.6,,1023.0,,2.0
2025-01-28 10:00:00,821.0,64.5,,26.8,19.6,,17.0,1.0,34.0,0.0,,30.0,13.0,,1024.0,,2.0
2025-01-28 11:00:00,787.0,69.3,,38.0,28.4,,15.0,1.8,41.0,0.0,,30.0,7.6,,1024.0,,2.0
2025-01-28 12:00:00,747.0,62.8,,42.2,31.0,,14.0,3.2,48.0,0.0,,7.0,3.6,,1025.0,,2.0
2025-01-28 13:00:00,845.0,74.3,,51.6,38.2,,14.0,5.1,55.0,0.0,,2.0,1.8,,1025.0,,2.0
2025-01-28 14:00:00,853.0,68.6,,55.9,42.0,,15.0,4.1,48.0,0.0,,358.0,1.8,,1026.0,,2.0
2025-01-28 15:00:00,999.0,55.8,,93.4,70.2,,15.0,4.1,48.0,0.0,,10.0,3.6,,1026.0,,2.0
2025-01-28 16:00:00,842.0,56.6,,70.1,53.7,,13.0,4.9,58.0,0.0,,310.0,5.4,,1026.0,,2.0
2025-01-28 17:00:00,1520.0,99.6,,160.0,123.0,,13.0,6.1,63.0,0.0,,300.0,5.4,,1026.0,,2.0
2025-01-28 18:00:00,1470.0,83.4,,124.0,95.5,,12.0,6.1,67.0,0.0,,310.0,7.6,,1026.0,,2.0
2025-01-28 19:00:00,994.0,68.1,,93.0,72.5,,12.0,4.9,62.0,0.0,,300.0,3.6,,1025.0,,2.0
2025-01-28 20:00:00,697.0,58.5,,91.5,71.1,,11.0,5.9,71.0,0.0,,330.0,3.6,,1024.0,,2.0
2025-01-28 21:00:00,555.0,53.0,,83.7,65.6,,11.0,6.9,76.0,0.0,,310.0,5.4,,1024.0,,3.0
2025-01-28 22:00:00,495.0,52.6,,83.9,66.5,,11.0,5.9,71.0,0.0,,300.0,2.0,,1024.0,,3.0
2025-01-28 23:00:00,582.0,54.8,,90.9,71.8,,11.0,6.9,76.0,0.0,,81.0,4.0,,1025.0,,3.0
2025-01-29 00:00:00,547.0,50.1,,72.3,56.8,,12.0,7.1,72.0,0.0,,320.0,6.0,,1026.0,,5.0
2025-01-29 01:00:00,552.0,45.4,,63.4,50.4,,13.0,6.1,63.0,0.0,,300.0,9.0,,1027.0,,2.0
2025-01-29 02:00:00,565.0,41.8,,57.8,45.6,,14.0,6.1,59.0,0.0,,300.0,7.0,,1027.0,,2.0
2025-01-29 03:00:00,564.0,44.8,,51.0,40.2,,14.0,6.4,60.0,0.0,,17.0,3.7,,1026.6,,2.0
2025-01-29 04:00:00,513.0,41.3,,45.6,35.7,,16.0,7.0,55.0,0.0,,320.0,11.0,,1026.0,,2.0
2025-01-29 05:00:00,485.0,42.4,,36.8,28.6,,17.0,5.0,45.0,0.0,,290.0,9.0,,1025.0,,2.0
2025-01-29 06:00:00,471.0,40.4,,26.9,20.7,,18.0,4.9,42.0,0.0,,321.0,6.0,,1024.0,,1.0
2025-01-29 07:00:00,453.0,42.1,,22.4,17.0,,18.0,3.1,37.0,0.0,,319.0,4.0,,1021.0,,1.0
2025-01-29 08:00:00,458.0,43.5,,20.6,16.1,,19.0,3.2,35.0,0.0,,60.0,4.0,,1020.0,,1.0
2025-01-29 09:00:00,570.0,52.7,,20.8,16.3,,18.0,3.1,37.0,0.0,,350.0,4.0,,1020.0,,1.0
2025-01-29 10:00:00,815.0,71.9,,27.2,21.0,,18.0,3.1,37.0,0.0,,60.0,4.0,,1020.0,,1.0
2025-01-29 11:00:00,1070.0,94.5,,29.7,23.1,,15.0,3.2,45.0,0.0,,90.0,6.0,,1019.0,,1.0
2025-01-29 12:00:00,930.0,97.6,,28.1,21.5,,15.0,4.9,51.0,0.0,,90.0,4.0,,1020.0,,1.0
2025-01-29 13:00:00,1380.0,123.0,,33.9,26.2,,14.0,7.1,63.0,0.0,,340.0,6.0,,1020.0,,1.0
2025-01-29 14:00:00,1970.0,136.0,,42.0,32.5,,14.0,6.1,59.0,0.0,,320.0,6.0,,1020.0,,2.0
2025-01-29 15:00:00,1640.0,121.0,,50.9,39.4,,13.0,7.0,67.0,0.0,,300.0,4.0,,1021.0,,2.0
2025-01-29 16:00:00,1570.0,114.0,,57.9,45.1,,13.0,6.1,63.0,0.0,,310.0,4.0,,1021.0,,2.0
2025-01-29 17:00:00,895.0,88.8,,61.6,47.8,,11.0,6.9,76.0,0.0,,80.0,7.0,,1020.0,,2.0
2025-01-29 18:00:00,687.0,75.6,,62.2,48.1,,13.0,6.1,63.0,0.0,,130.0,4.0,,1020.0,,2.0
2025-01-29 19:00:00,678.0,70.3,,68.6,53.3,,11.0,6.9,76.0,0.0,,50.0,4.0,,1019.0,,2.0
2025-01-29 20:00:00,637.0,66.3,,73.0,57.1,,11.0,6.9,76.0,0.0,,320.0,2.0,,1019.0,,2.0
2025-01-29 21:00:00,590.0,58.5,,78.0,60.3,,10.0,7.1,82.0,0.0,,110.0,4.0,,1018.0,,2.0
2025-01-29 22:00:00,736.0,55.7,,85.0,61.1,,11.0,8.0,82.0,0.0,,100.0,7.0,,1018.0,,3.0
2025-01-29 23:00:00,758.0,58.2,,83.0,64.7,,12.0,7.1,72.0,0.0,,70.0,2.0,,1018.0,,2.0
2025-01-30 00:00:00,672.0,54.1,,62.6,49.7,,13.0,8.1,72.0,0.0,,360.0,4.0,,1018.0,,2.0
2025-01-30 01:00:00,673.0,52.1,,50.4,39.7,,15.0,8.0,63.0,0.0,,290.0,6.0,,1020.0,,2.0
2025-01-30 02:00:00,728.0,51.8,,51.8,40.8,,17.0,7.1,52.0,0.0,,189.0,4.0,,1019.0,,2.0
2025-01-30 03:00:00,660.0,53.3,,51.8,40.7,,19.0,8.0,49.0,0.0,,100.0,6.0,,1019.0,,2.0
2025-01-30 04:00:00,427.0,49.9,,31.1,24.1,,20.0,9.0,49.0,0.0,,264.0,9.0,,1018.0,,2.0
2025-01-30 05:00:00,431.0,52.4,,26.1,20.3,,22.0,8.8,43.0,0.0,,130.0,17.0,,1016.0,,2.0
2025-01-30 06:00:00,385.0,52.3,,24.5,19.1,,22.0,8.8,43.0,0.0,,150.0,15.0,,1016.0,,2.0
2025-01-30 07:00:00,496.0,57.4,,22.7,17.6,,23.0,11.1,47.0,0.0,,170.0,19.0,,1013.0,,2.0
2025-01-30 08:00:00,534.0,63.6,,22.2,17.4,,23.0,12.0,50.0,0.0,,150.0,17.0,,1012.0,,2.0
2025-01-30 09:00:00,619.0,68.3,,26.8,20.8,,23.0,12.0,50.0,0.0,,130.0,20.0,,1012.0,,3.0
2025-01-30 10:00:00,647.0,75.8,,26.7,20.5,,21.0,12.9,60.0,0.0,,120.0,15.0,,1012.0,,3.0
2025-01-30 11:00:00,619.0,70.2,,29.9,22.3,,20.0,13.0,64.0,0.0,,120.0,19.0,,1012.0,,3.0
2025-01-30 12:00:00,603.0,77.0,,37.6,28.8,,20.0,13.9,68.0,0.0,,120.0,17.0,,1013.0,,2.0
2025-01-30 13:00:00,563.0,79.2,,43.3,31.6,,19.0,15.1,78.0,0.0,,110.0,17.0,,1013.0,,2.0
2025-01-30 14:00:00,432.0,75.5,,31.9,23.1,,19.0,15.1,78.0,0.0,,110.0,17.0,,1014.0,,2.0
2025-01-30 15:00:00,362.0,59.2,,26.9,19.6,,19.0,15.1,78.0,0.0,,110.0,17.0,,1014.0,,2.0
2025-01-30 16:00:00,298.0,46.3,,25.2,18.4,,19.0,15.1,78.0,0.0,,130.0,13.0,,1014.0,,2.0
2025-01-30 17:00:00,196.0,46.1,,23.5,17.2,,19.0,16.0,83.0,0.0,,120.0,15.0,,1014.0,,2.0
2025-01-30 18:00:00,176.0,45.7,,23.7,17.4,,18.0,16.0,88.0,0.0,,120.0,11.0,,1014.0,,3.0
2025-01-30 19:00:00,169.0,43.0,,24.7,18.1,,18.0,17.0,94.0,0.0,,120.0,9.0,,1013.0,,5.0
2025-01-30 20:00:00,112.0,37.3,,21.9,16.1,,18.0,17.0,94.0,0.0,,120.0,9.0,,1013.0,,5.0
2025-01-30 21:00:00,98.2,32.9,,22.6,16.6,,18.0,17.0,94.0,0.0,,110.0,7.0,,1013.0,,2.0
2025-01-30 22:00:00,103.0,31.8,,25.3,18.5,,18.0,17.0,94.0,0.0,,110.0,9.0,,1013.0,,2.0
2025-01-30 23:00:00,130.0,37.2,,26.8,19.5,,18.0,16.0,88.0,0.0,,120.0,13.0,,1013.0,,3.0
2025-01-31 00:00:00,221.0,45.7,,26.3,19.2,,18.0,16.0,88.0,0.0,,120.0,13.0,,1014.0,,3.0
2025-01-31 01:00:00,325.0,48.9,,28.6,20.8,,19.0,17.0,88.0,0.0,,130.0,13.0,,1015.0,,3.0
2025-01-31 02:00:00,449.0,53.4,,36.1,26.0,,19.0,17.0,88.0,0.0,,130.0,11.0,,1016.0,,3.0
2025-01-31 03:00:00,547.0,62.2,,39.2,28.1,,20.0,17.0,83.0,0.0,,130.0,11.0,,1015.0,,2.0
2025-01-31 04:00:00,524.0,57.6,,43.7,31.7,,21.0,17.0,78.0,0.0,,130.0,11.0,,1015.0,,2.0
2025-01-31 05:00:00,410.0,55.1,,34.3,25.1,,23.0,17.0,69.0,0.0,,150.0,15.0,,1013.0,,2.0
2025-01-31 06:00:00,372.0,51.5,,27.0,19.8,,23.0,17.0,69.0,0.0,,160.0,17.0,,1013.0,,2.0
2025-01-31 07:00:00,488.0,59.8,,26.8,20.5,,24.0,16.0,61.0,0.0,,170.0,20.0,,1010.0,,3.0
2025-01-31 08:00:00,538.0,63.2,,28.8,21.2,,25.0,15.9,57.0,0.0,,160.0,19.0,,1009.0,,3.0
2025-01-31 09:00:00,619.0,58.8,,23.9,17.9,,24.0,16.0,61.0,0.0,,150.0,19.0,,1009.0,,3.0
2025-01-31 10:00:00,639.0,62.6,,20.4,14.5,,23.0,17.0,69.0,0.0,,120.0,20.0,,1009.0,,3.0
2025-01-31 11:00:00,663.0,69.3,,21.5,15.0,,22.0,16.9,73.0,0.0,,120.0,17.0,,1010.0,,3.0
2025-01-31 12:00:00,624.0,66.5,,17.0,12.7,,21.0,17.0,78.0,0.0,,120.0,17.0,,1011.0,,2.0
2025-01-31 13:00:00,623.0,67.6,,19.5,14.4,,21.0,17.0,78.0,0.0,,120.0,15.0,,1011.0,,2.0
2025-01-31 14:00:00,486.0,60.4,,19.6,14.5,,20.0,17.0,83.0,0.0,,120.0,13.0,,1011.0,,2.0
2025-01-31 15:00:00,586.0,56.4,,28.8,20.9,,19.0,17.0,88.0,0.0,,110.0,11.0,,1012.0,,2.0
2025-01-31 16:00:00,466.0,42.1,,33.7,24.3,,20.0,18.0,88.0,0.0,,110.0,11.0,,1012.0,,2.0
2025-01-31 17:00:00,,,,,,,19.0,18.0,94.0,0.0,,110.0,11.0,,1012.0,,2.0
2025-01-31 18:00:00,,,,,,,18.0,17.0,94.0,0.0,,110.0,7.0,,1012.0,,3.0
2025-01-31 19:00:00,,,,,,,19.0,18.0,94.0,0.0,,90.0,9.0,,1011.0,,3.0
2025-01-31 20:00:00,,,,,,,19.0,18.0,94.0,0.0,,130.0,6.0,,1011.0,,3.0
2025-01-31 21:00:00,,,,,,,19.0,18.0,94.0,0.0,,130.0,6.0,,1011.0,,5.0
2025-01-31 22:00:00,,,,,,,19.0,18.0,94.0,0.2,,140.0,9.0,,1011.0,,5.0
2025-01-31 23:00:00,,,,,,,19.0,18.0,94.0,0.3,,120.0,7.0,,1012.0,,5.0
2025-02-01 00:00:00,,,,,,,19.0,18.0,94.0,0.4,,110.0,7.0,,1013.0,,3.0
